Welcome to the Bank Simulation!
We need some information to initialize your simulation...
How many tellers will you have? How many hours will your bank be open? How many customers do you expect per hour? What is the average transaction time (in minutes) of a customer? How many people can wait in your bank? Enter a seed: 
Individual Customer Service Information:
Customer        Arrival        Service          Queue         Teller      Time Serv      Time Cust      Time Serv     Time Spent
401           407.66           3.02
402           408.87           1.13
403           409.12           4.81
404           409.25          15.98
405           409.42           2.56
406            409.6            6.9
407            410.9          18.29
408           411.28           8.35
409           411.32          21.71
410           411.61           1.41
411           412.16           4.66
412           413.31          17.42
413           413.72           0.23
416           420.52           6.81
417           422.83              3
421           426.31           1.94
422           426.87           3.21
423           427.95           0.96
424           428.46          18.37
426           429.64          12.43
427           430.85          14.46
431           434.29          12.78
435           441.27           0.69
436           441.41           9.12
437           441.45           3.86
438           441.79           6.55
439           443.23           4.28
440           443.25           4.44
441           443.65           2.41
442           444.77           1.71
443           446.39           7.78
444           446.74           1.35
445            447.3           1.85
446            447.5           1.48
447           447.97          18.91
448           448.13          11.45
449           448.49          17.46
450           449.47          17.79
451           449.49           4.85
452           449.82           2.53
453           450.22          18.16
455           452.02           7.66
456           452.09          17.71
458           453.01           0.55
459           453.63           3.59
463           459.98           3.32
466           462.47            2.9
468           465.51           2.31
469           466.36           1.42
472            471.2          22.38
476           476.29          30.71
477           476.81           3.44
478           477.31          18.63
479           477.88           3.04
480           478.86          14.22
481            479.5           2.11
Number of Tellers: 4
Number of Queues: 4
Max number allowed to wait: 10
Customer arrival rate (per hr): 30.0
Customer service time (ave min): 8.0
Number of customers arrived: 472
Number of customers served: 201
Num. Turned Away: 271
Num. who waited: 197
Average Wait: 72.81669390406617 min.
Max Wait: 139.95260742147332 min.
Std. Dev. Wait: 31.875909354519276
Ave. Service: 8.55591374281887 min.
Ave. Waiter Wait: 74.29520545541777 min.
Ave. in System: 81.26384734446594 min.
