Welcome to the Bank Simulation!
We need some information to initialize your simulation...
How many tellers will you have? How many hours will your bank be open? How many customers do you expect per hour? What is the average transaction time (in minutes) of a customer? How many people can wait in your bank? Enter a seed: 
Individual Customer Service Information:
Customer        Arrival        Service          Queue         Teller      Time Serv      Time Cust      Time Serv     Time Spent
395           397.74          36.45              2              2         494.72          96.98         514.25         116.52
439           444.26           6.45              0              0         513.95          69.69         514.37          70.12
386           391.89           0.53              1              1         503.66         111.77         515.64         123.74
441           445.34           3.32              1              1         515.64           70.3         521.96          76.62
444           447.46            2.9              1              1         521.96           74.5         526.16           78.7
462           472.51           0.14              3              3          511.3           38.8         527.61           55.1
461           470.77           0.04              1              1         526.16          55.39         528.06          57.29
397           401.16            1.4              2              2         514.25         113.09         528.87          127.7
404           405.75           3.21              2              2         528.87         123.12         533.49         127.74
409            412.6          18.29              2              2         533.49         120.89         534.61         122.01
424           426.91           4.45              2              2         534.61          107.7         534.79         107.88
442           445.51           0.51              0              0         514.37          68.86         535.94          90.44
432           435.84          18.16              2              2         534.79          98.95         539.67         103.83
443           446.58           0.56              0              0         535.94          89.37         550.52         103.95
436           438.61           3.78              2              2         539.67         101.06         553.64         115.03
446           449.47           2.31              0              0         550.52         101.05         554.66         105.19
450           453.25            5.4              2              2         553.64         100.39         564.53         111.28
455           460.64           4.27              0              0         554.66          94.02          566.3         105.66
458            465.3           2.11              0              0          566.3            101         574.75         109.45
460            466.6           6.78              0              0         574.75         108.14         583.67         117.07


Customers who did not stay:
Customer        Arrival        Service
Id              Time           Time
----            ----           ----
92             81.22           6.56
93                84              9
94              85.1          26.31
95             85.16           8.12
96              86.7           6.87
97             87.11          12.74
105             95.8           3.61
107            98.17           0.65
108            98.47          18.51
111           103.21           2.11
112           103.37           1.54
113           104.03           3.12
114           104.77           1.83
115           105.64           2.14
116           106.11           1.12
117           106.56           1.87
118           108.13           5.96
120           111.29           2.34
123           113.84          35.88
146           147.08          19.85
147           147.65           1.33
151           154.45           0.96
152           154.56           0.54
153           154.84          10.27
154           155.04            3.5
155           155.29            1.6
156           155.31           1.31
157           157.41          30.45
159           160.49           5.25
160           161.18           6.37
161           161.69           2.41
162           161.94           1.15
163           164.53           4.98
164           164.81          19.15
170           176.49           0.56
172           177.82          36.03
173            177.9            5.2
174           178.72           9.43
175           178.91           0.26
176            179.3           0.23
177           181.23           5.87
178           181.75           5.16
179           182.18           8.49
180           183.99           8.58
204            217.2           0.08
205           219.14           1.68
207           221.34           0.99
208           221.84           4.41
209           222.74           5.82
212           226.28           15.5
213           226.68           1.23
214           227.79          22.54
215           228.64          23.87
220           234.09            7.3
221           235.11          16.23
222           236.07           3.78
226           240.09          25.74
228           241.72           5.68
229           242.27          10.92
230           242.43          11.66
237           252.09           3.05
238           252.83           4.11
239           253.24           3.09
240           254.23           4.84
241           254.67           9.97
242           255.85          14.54
243           255.91           2.16
244           256.39          28.88
249            261.4           5.16
251           263.28           3.76
252           263.43           3.09
253            265.9          12.39
254           266.18          18.55
255           266.55           0.66
257            268.1          26.62
258           268.49           1.53
259           268.63           1.41
261           268.94          10.71
262           268.95           2.34
263           269.27          11.89
265           270.71          31.72
266           270.73          21.55
267           270.97           1.03
268            271.3           6.02
269           272.24           17.2
270            273.4           3.44
271           274.55           2.57
273           276.64          21.29
274           277.94          35.73
275           279.28           5.09
276           279.39          14.52
278           279.92           4.24
279           280.17           5.54
280            280.2          12.21
282           282.19          15.82
285           285.68          16.06
286           286.46           7.03
287           289.12           8.92
288           289.88          10.04
289           290.58          16.39
290           290.63           0.41
291           290.66          19.21
295           295.88           4.76
296           295.97           2.43
297           296.57           6.28
298           297.77          10.97
299           298.19           2.05
300           300.42           7.73
301           301.04            9.2
302           302.32          18.77
303           302.83           0.61
305           305.39           4.25
306           305.71           15.3
307           306.26           4.07
310           310.54           3.46
311           310.87           6.53
312           311.13           2.08
313           311.87           6.38
314           313.44            6.4
315           313.81           0.45
316           314.72          53.26
317           314.93           4.16
323           322.64           8.48
325           323.32          24.33
326              324          10.98
331           328.85          25.33
332           329.82           2.31
336           336.48           3.02
337           336.61          11.05
338           336.71           8.46
339           337.66           0.77
340           337.67           6.61
342           340.97           0.74
343           341.61           8.83
344           341.89           1.22
348           345.83          34.32
349           346.31           4.35
350           347.29           2.45
351            347.5          14.17
352           349.45          12.78
353           349.51           4.27
356           354.11              8
357           354.94           4.06
359           359.33          11.39
360           359.54          11.02
361           361.38          17.65
362           361.43           0.56
364           363.02           3.05
365           365.05            1.5
366           365.75           4.66
367           366.07           5.78
368           366.33           3.24
369           368.87           9.38
370           369.02           19.8
371           369.49           0.34
372           369.96          16.39
376           377.36           9.22
390            395.2           8.35
391           395.89          21.71
392           396.08           1.41
393           396.17           4.66
394           397.33          17.42
398           402.24          21.57
399           402.87           6.81
400           402.99           1.24
402           404.89           3.07
403           405.27          14.87
411           413.84           3.89
412           415.49          12.78
416           421.79           0.69
417           422.05           9.12
418            422.1           3.86
419           422.31           6.55
420           423.88           4.28
421           423.89           4.44
422           424.29           2.41
423           425.42           1.71
425           427.25           2.24
426           427.39           2.66
427           427.71            2.5
428           427.76           2.09
429           430.62           5.38
430           432.44              4
435           437.71          17.71
437           438.63           0.55
438           439.25           3.59
448           451.71          16.38
453           458.07           5.56
454           460.52          30.71
456           461.53          21.56
457           462.29           3.92
459           465.85           3.55
Number of Tellers: 5
Number of Queues: 5
Max number allowed to wait: 10
Customer arrival rate (per hr): 30.0
Customer service time (ave min): 8.0
Number of customers arrived: 453
Number of customers served: 261
Num. Turned Away: 192
Num. who waited: 256
Average Wait: 70.72604725802691 min.
Max Wait: 145.51542641940017 min.
Std. Dev. Wait: 32.047575061401105
Ave. Service: 7.309504366527472 min.
Ave. Waiter Wait: 72.10741536853524 min.
Ave. in System: 79.11791097638364 min.
